"CountyName","DwellingTypeDescr","Year_of_Construction","TypeofRating","EnergyRating","BerRating","GroundFloorArea.sq.m.","UValueWall","UValueRoof","UValueFloor","UValueWindow","UvalueDoor","WallArea","RoofArea","FloorArea","WindowArea","DoorArea","NoStoreys","CO2Rating","MainSpaceHeatingFuel","MainWaterHeatingFuel","HSMainSystemEfficiency","MultiDwellingMPRN","TGDLEdition","MPCDERValue","HSEffAdjFactor","HSSupplHeatFraction","HSSupplSystemEff","WHMainSystemEff","WHEffAdjFactor","SupplSHFuel","SupplWHFuel","SHRenewableResources","WHRenewableResources","NoOfChimneys","NoOfOpenFlues","NoOfFansAndVents","NoOfFluelessGasFires","DraftLobby","VentilationMethod","FanPowerManuDeclaredValue","HeatExchangerEff","StructureType","SuspendedWoodenFloor","PercentageDraughtStripped","NoOfSidesSheltered","PermeabilityTest","PermeabilityTestResult","TempAdjustment","HeatSystemControlCat","HeatSystemResponseCat","NoCentralHeatingPumps","CHBoilerThermostatControlled","NoOilBoilerHeatingPumps","OBBoilerThermostatControlled","OBPumpInsideDwelling","NoGasBoilerHeatingPumps","WarmAirHeatingSystem","UndergroundHeating","GroundFloorUValue","DistributionLosses","StorageLosses","ManuLossFactorAvail","SolarHotWaterHeating","ElecImmersionInSummer","CombiBoiler","KeepHotFacility","WaterStorageVolume","DeclaredLossFactor","TempFactorUnadj","TempFactorMultiplier","InsulationType","InsulationThickness","PrimaryCircuitLoss","CombiBoilerAddLoss","ElecConsumpKeepHot","ApertureArea","ZeroLossCollectorEff","CollectorHeatLossCoEff","AnnualSolarRadiation","OvershadingFactor","CylinderStat","SolarStorageVolume","VolumeOfPreHeatStore","CombinedCylinder","ElectricityConsumption","SWHPumpSolarPowered","ChargingBasisHeatConsumed","gsdHSSupplHeatFraction","gsdHSSupplSystemEff","DistLossFactor","CHPUnitHeatFraction","CHPSystemType","CHPElecEff","CHPHeatEff","CHPFuelType","SupplHSFuelTypeID","gsdSHRenewableResources","gsdWHRenewableResources","SolarHeatFraction","DeliveredLightingEnergy","DeliveredEnergyPumpsFans","DeliveredEnergyMainWater","DeliveredEnergyMainSpace","PrimaryEnergyLighting","PrimaryEnergyPumpsFans","PrimaryEnergyMainWater","PrimaryEnergyMainSpace","CO2Lighting","CO2PumpsFans","CO2MainWater","CO2MainSpace","GroundFloorArea","GroundFloorHeight","FirstFloorArea","FirstFloorHeight","SecondFloorArea","SecondFloorHeight","ThirdFloorArea","ThirdFloorHeight","ThermalBridgingFactor","ThermalMassCategory","PredominantRoofTypeArea","PredominantRoofType","LowEnergyLightingPercent","TotalDeliveredEnergy","DeliveredEnergySecondarySpace","DeliveredEnergySupplementaryWater","LivingAreaPercent","CO2SecondarySpace","CO2SupplementaryWater","PrimaryEnergySecondarySpace","PrimaryEnergySupplementaryWater","HESSchemeUpgrade","RoomInRoofArea","PurposeOfRating","DateOfAssessment","FirstEnergyTypeId","FirstEnergyType_Description","FirstEnerProdComment","FirstEnerProdDelivered","FirstPartLTotalContribution","FirstEnerProdConvFactor","FirstEnerProdCO2EmissionFactor","FirstEnerConsumedComment","FirstEnerConsumedDelivered","FirstEnerConsumedConvFactor","FirstEnerConsumedCO2EmissionFactor","SecondEnergyTypeId","SecondEnergyType_Description","SecondEnerProdComment","SecondEnerProdDelivered","SecondPartLTotalContribution","SecondEnerProdConvFactor","SecondEnerProdCO2EmissionFactor","SecondEnerConsumedComment","SecondEnerConsumedDelivered","SecondEnerConsumedConvFactor","SecondEnerConsumedCO2EmissionFactor","ThirdEnergyTypeId","ThirdEnergyType_Description","ThirdEnerProdComment","ThirdEnerProdDelivered","ThirdPartLTotalContribution","ThirdEnerProdConvFactor","ThirdEnerProdCO2EmissionFactor","ThirdEnerConsumedComment","ThirdEnerConsumedDelivered","ThirdEnerConsumedConvFactor","ThirdEnerConsumedCO2EmissionFactor","FirstBoilerFuelType","FirstHeatGenPlantEff","FirstPercentageHeat","SecondBoilerFuelType","SecondHeatGenPlantEff","SecondPercentageHeat","ThirdBoilerFuelType","ThirdHeatGenPlantEff","ThirdPercentageHeat","SolarSpaceHeatingSystem","TotalPrimaryEnergyFact","TotalCO2Emissions","FirstWallType_Description","FirstWallDescription","FirstWallArea","FirstWallUValue","FirstWallIsSemiExposed","FirstWallAgeBandId","FirstWallTypeId","SecondWallType_Description","SecondWallDescription","SecondWallArea","SecondWallUValue","SecondWallIsSemiExposed","SecondWallAgeBandId","SecondWallTypeId","ThirdWallType_Description","ThirdWallDescription","ThirdWallArea","ThirdWallUValue","ThirdWallIsSemiExposed","ThirdWallAgeBandId","ThirdWallTypeId"
"Co. Kildare","Semi-detached house",2017,"Final          ","A3",56.52,134.2,0.15,0.12,0.12,1.2,1.4,128.29,59.84,57.27,23.77,2.55,3,11.09,"Mains Gas                     ","Mains Gas                     ",90.3,"NO",3,23.15,1.02,0.1,78.8,90.3,1.02,15,1,2,2,0,1,5,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,2,"YES",0.261,0,3,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,403.465,"YES","YES","YES","NO ","None                          ","None                          ",400,2.41,0.6,0.9,"Factory Insulated             ",0,"Boiler with insulated primary ",0,0,4.036,0.781,3.976,837,1,"YES",210,NA,"YES",75,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,605.577,175,5034.595,-48.762,1635.058,472.5,5538.055,-53.638,389.386,112.525,1022.023,-9.899,57.27,2.71,49.51,2.74,27.42,2.54,0,0,0.08,"Medium-low          ",45.45,"FLT                           ",100,5760.078,-6.332,0,13.696,-2.337,0,-6.965,0,0,0,"Sale","Nov  8 2017 12:00AM",2,"Renewable Electrical","Photovoltaic",388.368,388.368,2.08,0.409,"0",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Timber Frame","",100.13,0.15,"No",10,8,"Timber Frame","dorm vert",28.156,0.15,"No",0,8,"","",NA,NA,"",NA,NA
"Co. Tipperary","Detached house",1982,"Existing       ","E1",320.18,125.54,0.41,0.26,0.57,3.01,3,123.89,125.54,125.54,20.08,4.28,1,79.64,"Heating Oil                   ","Heating Oil                   ",65,"NO",0,57.79,0.95,0.1,60,65,0.95,15,28,2,2,0,2,3,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",97,0,"NO",0,0.6,1,1,1,"NO ",1,"NO ","YES",0,"NO ","NO ",0,386.435,"YES","NO ","NO ","YES","None                          ","None                          ",95,0,0.6,1.3,"Loose Jacket                  ",80,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,691.129,230,4661.501,24345.086,1866.048,621,5127.651,26779.595,444.396,147.89,1267.928,6621.863,125.54,2.64,0,0,0,0,0,0,0.15,"High                ",117.98,"Main Dwelling                 ",78,33729.034,2786.16,1015.158,25.92,1028.093,652.747,3064.776,2740.927,0,0,"Other","Nov  9 2017 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","Main Dwelling",98.08,0.29,"No",6,5,"","Garage Wall",25.81,0.863,"Yes",6,10,"","",NA,NA,"",NA,NA
"Co. Clare","Detached house",2005,"Existing       ","C1",163.3,172.19,0.37,0.19,0.37,2.2,2.86,162.73,83.12,87.08,26.99,4.21,2,41.35,"Heating Oil                   ","Heating Oil                   ",85.5,"NO",0,36.13,0.95,0.1,30,85.5,0.95,15,1,2,2,1,0,3,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",97,1,"NO",0,0,3,3,1,"NO ",1,"NO ","YES",0,"NO ","YES",0.37,472.828,"YES","NO ","NO ","NO ","None                          ","None                          ",140,0,0.6,0.9,"Factory Insulated             ",35,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1554.015,230,5247.383,12250.587,4195.841,621,5772.121,13475.646,999.232,147.89,1427.288,3332.16,87.08,2.47,85.11,2.64,0,0,0,0,0.15,"Medium-high         ",55.73,"Insulation between and over jo",0,22966.236,3684.251,0,10.4361,1359.489,0,4052.676,0,0,0,"Private Letting","Nov 22 2017 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","100mm blk, 100mm cav, 100mm bl",159.37,0.37,"No",10,4,"Timber Frame","Dormer Sides",3.36,0.37,"No",10,8,"","",NA,NA,"",NA,NA
"Dublin 11","Mid-terrace house",1950,"Existing       ","D1",242.44,81.11,1.52,0.52,0.88,2.7,4.08,59.11,44.21,42.94,15.82,3.23,2,45.23,"Mains Gas                     ","Mains Gas                     ",91.1,"NO",0,30.85,0.95,0,0,91.1,0.95,1,28,2,2,0,0,1,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",92,3,"NO",0,0.6,1,1,1,"NO ",0,"NO ","NO ",1,"NO ","NO ",0,292.151,"YES","NO ","NO ","YES","None                          ","None                          ",72,0,0.6,1.3,"Factory Insulated             ",25,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,519.733,175,2955.503,11108.945,1403.279,472.5,3251.053,12219.84,334.188,112.525,599.967,2255.116,38.17,2.45,42.94,2.65,0,0,0,0,0.15,"Medium              ",37.57,"200mm Fibre Insulation on Plas",58,15616.413,0,857.232,17.0139,0,551.2,0,2314.526,0,0,"Sale","Feb 13 2018 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Concrete Hollow Block","Original House Walls Drylined ",42.03,1.53,"No",4,7,"Concrete Hollow Block","Wall Between House and Porch/A",17.08,1.5,"Yes",4,7,"","",NA,NA,"",NA,NA
"Co. Meath","Top-floor apartment",2002,"Existing       ","C3",206.79,97.38,0.72,0.36,0,2.7,1.36,75.58,97.38,0,17.02,1.68,1,38.66,"Mains Gas                     ","Mains Gas                     ",78.8,"NO",0,29.35,0.95,0.1,100,78.8,0.95,28,1,2,2,0,0,8,0,"YES","Natural vent.",0,0,"Masonry                       ","No                            ",100,4,"NO",0,0,2,1,1,"NO ",0,"NO ","NO ",1,"NO ","NO ",0,328.037,"YES","NO ","NO ","NO ","None                          ","None                          ",106,0,0.6,1.3,"Factory Insulated             ",25,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,878.854,175,5419.335,8552.007,2372.906,472.5,5961.269,9407.208,565.103,112.525,1100.125,1736.057,97.38,2.63,0,0,0,0,0,0,0.15,"Medium              ",97.38,"Roof                          ",0,15736.913,711.717,0,45.9745,457.634,0,1921.636,0,0,0,"Sale","Feb 16 2018 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exposed WAll Area",53.81,0.55,"No",9,10,"","Semi-exposed Wall Area",21.77,1.13,"No",9,14,"","",NA,NA,"",NA,NA
"Co. Meath","Detached house",1997,"Existing       ","D1",249.89,136.65,0.26,0.26,0.41,3.96,3,131.91,112.77,109.86,23.46,1.24,2,62.34,"Heating Oil                   ","Heating Oil                   ",70,"NO",0,50.72,0.95,0.1,55,70,0.95,15,1,2,2,0,1,4,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",95,0,"NO",0,0.6,1,1,2,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,408.2,"YES","NO ","NO ","NO ","None                          ","None                          ",95,0,0.6,1.3,"Factory Insulated             ",25,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,968.114,360,6904.257,18403.193,2613.908,972,7594.683,20243.512,622.497,231.48,1877.958,5005.668,109.87,2.65,26.78,1.85,0,0,0,0,0.15,"High                ",79.531,"Attic Over Ground Floor       ",43,29107.912,2472.348,0,14.4018,912.296,0,2719.583,0,0,0,"Other","May 15 2018 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","Pumped Cavity Walls",103.216,0.244,"No",8,4,"Timber Frame","Side Walls Of Room In Roof",28.692,0.339,"Yes",10,8,"","",NA,NA,"",NA,NA
"Co. Donegal","Detached house",2017,"Final          ","A3",54.51,250.17,0.15,0.15,0.14,1.43,1.4,203.38,141.24,142.36,57.86,4.25,2,9.64,"Electricity                   ","Electricity                   ",404,"NO",3,41.54,1,0.1,60,199,1,11,1,2,2,1,1,1,0,"NO","Natural vent.",0,89,"Please select                 ","No                            ",0,0,"YES",0.16,0,3,2,1,"YES",0,"NO ","NO ",0,"NO ","YES",0.14,588.129,"YES","YES","NO ","NO ","None                          ","None                          ",280,2.01,0.6,0.9,"None                          ",0,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1241.781,130,2276.815,1075.66,3352.809,351,6147.401,2904.282,798.465,83.59,1463.992,691.649,142.36,2.53,107.81,3.14,0,0,0,0,0.08,"Medium              ",110.23,"300mm between joists + 62.5mm ",90,5529.009,804.753,0,26.3341,20.119,0,885.228,0,0,0,"New dwelling for owner occupat","May  9 2018 12:00AM",1,"Renewable Thermal","Heat Pump",0,334.72,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","same upstairs",117.47,0.15,"No",0,12,"","150mm pumped cavity + 62.5mm d",85.91,0.15,"No",0,12,"","",NA,NA,"",NA,NA
"Cork City","Detached house",2004,"Existing       ","C1",174.99,373.9,0.54,0.36,0.41,2.23,3,357.1,180.95,176.33,62.65,3.7,3,32.54,"Mains Gas                     ","Mains Gas                     ",78.1,"NO",0,25.84,1,0.1,20,78.1,1,2,1,2,2,2,0,2,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,4,"NO",0,0,2,1,2,"YES",0,"NO ","NO ",2,"NO ","NO ",0,670.95,"YES","NO ","NO ","NO ","None                          ","None                          ",162,0,0.6,1,"Factory Insulated             ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,3205.725,350,7020.487,30492.62,8655.458,945,7722.536,33541.882,2061.281,225.05,1425.159,6190.002,176.33,2.72,130.77,3,66.8,2.57,0,0,0.15,"Medium-low          ",58.19,"Roof Type 3 - Residual Roof   ",10,54299.241,13230.409,0,6.04172,2685.773,0,14553.45,0,0,0,"Sale","Jun  7 2018 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","Wall Type 1 - Main House",305.8,0.55,"No",9,4,"Timber Frame","Wall Type 2 - Stud Walls",51.3,0.484,"Yes",9,8,"","",NA,NA,"",NA,NA
"Waterford City","Semi-detached house",1920,"Existing       ","F ",441.95,50.34,2.1,2.3,0.88,3.1,3,56.39,30.74,30.27,6.12,3.46,2,96.11,"Mains Gas                     ","Mains Gas                     ",90,"NO",0,40.28,1,0.1,30,90,1,8,1,2,2,1,0,2,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,4,"NO",0,0,2,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,219.88,"NO ","YES","NO ","NO ","Instantaneous, without keep-ho","None                          ",0,0,0,0,"None                          ",0,"Combi boiler                  ",412.919,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,277.134,175,1628.74,12823.591,748.262,472.5,1791.614,14105.95,178.197,112.525,330.634,2603.189,30.27,2.39,20.07,2.56,0,0,0,0,0.15,"Medium-high         ",20.07,"orig                          ",78,19178.995,4274.53,0,36.5316,1675.616,0,5129.436,0,1,0,"Grant Support","Jun 22 2018 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","rig-appear to have dry lining",43.01,2.1,"No",2,10,"","extension",13.38,2.1,"No",2,10,"","",NA,NA,"",NA,NA
"Co. Mayo","Detached house",1900,"Existing       ","D2",286.77,122.86,0.46,0.51,0.3,3.03,3,178.34,66.77,63.82,22.09,2.15,2,72.43,"Heating Oil                   ","Heating Oil                   ",70,"NO",0,54.14,0.95,0.1,30,70,0.95,15,28,2,2,3,1,1,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",89,1,"NO",0,0.6,1,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,381.119,"YES","NO ","NO ","YES","None                          ","None                          ",96,0,0.6,1,"Factory Insulated             ",10,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,992.386,230,4081.25,17775.554,2679.442,621,4489.375,19553.109,638.104,147.89,1110.1,4834.951,63.82,2.64,59.04,2.91,0,0,0,0,0.15,"Medium              ",38.44,"First Floor Main Ceiling- 100m",21,28592.704,4378.053,1135.461,17.4019,1615.502,730.101,4815.858,3065.745,0,0,"Sale","Jun 22 2018 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stone","Original Walls internally insu",170.8,0.42,"No",2,1,"Timber Frame","Velux Shaft- Uninsulated",4.12,1.288,"Yes",2,8,"Stone","Semi Exposed Wall into Roof Sp",3.42,1.377,"Yes",2,1
"Cork City","Semi-detached house",1968,"Existing       ","G ",460.73,80.37,2.01,0.4,0.65,2.8,0,65.61,80.37,80.37,16.64,0,1,116.79,"Heating Oil                   ","Heating Oil                   ",65,"NO",0,63.48,0.95,0.1,30,65,0.95,8,28,2,2,2,0,1,0,"NO","Natural vent.",0,0,"Masonry                       ","Yes (Unsealed)                ",100,2,"NO",0,0.6,1,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,290.489,"YES","NO ","NO ","YES","None                          ","None                          ",95,0,0.6,1.3,"Loose Jacket                  ",40,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,725.339,230,4401.488,19699.046,1958.415,621,4841.637,21668.951,466.393,147.89,1197.205,5358.141,80.37,2.66,0,0,0,0,0,0,0.15,"Medium              ",80.37,"",0,30500.843,4508.893,936.077,18.054,1767.486,601.898,5410.672,2527.408,0,0,"Sale","Jul  2 2018 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"225mm Solid brick","",57.28,2.1,"No",5,2,"225mm Solid brick","",8.33,1.377,"Yes",5,2,"","",NA,NA,"",NA,NA
"Co. Kildare","Semi-detached house",1984,"Existing       ","C1",171.93,86.48,0.59,0.15,0.57,2.2,2.74,89.2,45.27,45.27,13.18,1.69,2,42.59,"Heating Oil                   ","Heating Oil                   ",92.2,"NO",0,39.32,1,0.1,55,92.2,1,8,1,2,2,1,0,4,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,3,"NO",0,0,2,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,304.196,"YES","NO ","NO ","NO ","None                          ","None                          ",96,0,0.6,1.17,"Factory Insulated             ",30,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,694.629,230,4065.047,5968.995,1875.498,621,4471.552,6565.895,446.646,147.89,1105.693,1623.567,45.27,2.43,41.21,2.69,0,0,0,0,0.15,"Medium-high         ",41.21,"300mm                         ",22,12070.472,1111.801,0,17.4144,435.826,0,1334.161,0,0,0,"Grant Support","Jul 24 2018 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Concrete Hollow Block","exposed ",77.07,0.6,"No",7,7,"Concrete Hollow Block","expention",12.13,0.55,"No",9,7,"","",NA,NA,"",NA,NA
"Co. Kildare","Semi-detached house",2002,"Existing       ","C1",160.55,135.66,0.46,0.13,0.4,2.24,3.05,125.89,67.98,67.83,17.97,2.89,2,32.96,"Mains Gas                     ","Mains Gas                     ",83,"NO",0,27.71,1,0.1,30,83,1,8,1,2,2,1,0,5,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",92,2,"NO",0,0,3,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,406.289,"YES","NO ","YES","NO ","None                          ","None                          ",245,0,0.6,0.9,"None                          ",0,"Boiler with uninsulated primar",0,0,3,0.6,3,886,1,"YES",82,NA,"YES",75,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,612.166,175,2733.245,11332.309,1652.848,472.5,3006.57,12465.54,393.623,112.525,554.849,2300.459,67.83,2.44,67.83,2.65,0,0,0,0,0.15,"Medium-high         ",45.99,"300mm Fibreglass              ",100,18336.356,3483.636,0,12.5018,1365.585,0,4180.363,0,1,0,"Grant Support","Sep 14 2018 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Concrete Hollow Block","Cavity Block",64.88,0.55,"No",9,7,"300mm Cavity","Cavity Wall",61.01,0.37,"No",10,4,"","",NA,NA,"",NA,NA
"Co. Louth","Detached house",2004,"Existing       ","B3",146.84,132.58,0.55,0.2,0.44,2.2,2.87,147.38,66.29,66.29,20.95,3.98,2,27.32,"Mains Gas                     ","Mains Gas                     ",90.4,"NO",0,25.44,1,0.1,40,90.4,1,2,1,2,2,0,1,4,0,"NO","Natural vent.",0,0,"Timber or Steel Frame         ","No                            ",100,2,"NO",0,0,3,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,400.308,"YES","NO ","NO ","NO ","None                          ","None                          ",140,0,0.6,0.9,"Factory Insulated             ",35,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,963.21,175,4180,8572.76,2600.667,472.5,4598,9430.036,619.344,112.525,848.54,1740.27,66.29,2.38,66.29,2.67,0,0,0,0,0.15,"Low                 ",66.29,"BTWJ 200mm                    ",39,16043.685,2152.715,0,13.8332,437.001,0,2367.987,0,0,0,"Grant Support","Oct  1 2018 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Timber Frame","Timber",147.38,0.55,"No",9,8,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Dublin","Mid-terrace house",2017,"Final          ","A3",54.25,116.24,0.18,0.15,0.15,1.3,1,49.91,63.03,62.86,20.57,2.4,2,9.94,"Mains Gas                     ","Mains Gas                     ",91,"NO",3,21.67,1,0,0,91,1,1,1,2,2,0,0,1,0,"NO","Whole house extract vent.",0.24,90,"Timber or Steel Frame         ","No                            ",0,3,"YES",0.087,0,3,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,367.661,"YES","YES","NO ","NO ","None                          ","None                          ",250,1.84,0.6,0.9,"None                          ",0,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,587.477,560.804,3363.82,-449.505,1586.188,1514.171,3700.202,-494.456,377.748,360.597,682.855,-91.25,62.86,2.67,53.38,2.78,0,0,0,0,0.08,"Medium-low          ",53.38,"Earthwool insulation in betwee",88,4062.596,0,0,13.2829,0,0,0,0,0,0,"Sale","Oct 24 2018 12:00AM",2,"Renewable Electrical","PV",1184.36,1184.36,2.08,0.409,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Timber Frame","Front Wall",22.33,0.18,"No",0,8,"Timber Frame","Rear Wall",21.65,0.18,"No",0,8,"Timber Frame","Wall Extension side",5.93,0.18,"No",0,8
